股票,族群,現價,AI分數,交易狀態,市場溫度,市場溫度類別,市場狀態,壓力,支撐,RR,多週期判讀,情境提醒,AI策略劇本,結構結果,日K方向,30分K方向,量價判讀,_cats,_sort,主力痕跡
3265 台星科,封測,189.5,100,多方壓縮｜等方向,🌤 觀察盤,temp-neutral,壓縮等待,193(30M平台),186(30M平台) / 178.57(MA20),1.00,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.86x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,價格先收斂，市場在等方向表態。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。 量縮壓縮味道明顯，等待方向確認即可。,"方向：多方續強
關鍵：守住 186(30M平台) / 178.57(MA20)，突破 193(30M平台)
劇本：若帶量站上壓力，續攻機率提高；跌破支撐則轉觀察。 量縮等待表態。",多方壓縮,多｜強多,多｜強多,放量｜RV 2.86x｜均線上彎,封測,2,量縮壓縮
5471 松翰,MCU,53.0,98,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,54(前高) / 54(30M平台),52.5(前低) / 47.68(MA20),2.00,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.92x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 量縮壓縮味道明顯，等待方向確認即可。,"方向：觀察整理
關鍵：守住 52.5(前低) / 47.68(MA20)，突破 54(前高) / 54(30M平台)，RR 佳
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。 量縮等待表態。",多方回檔,多｜強多,空｜偏多,放量｜RV 2.92x｜橫向整理,MCU,3,量縮壓縮
4952 凌通,MCU,54.7,97,多方壓縮｜等方向,🔥 攻擊盤,temp-hot,壓縮等待,56.34(保守壓力),53.5(30M平台) / 52.5(前低),1.37,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.53x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🔥 攻擊盤</span></div>,價格先收斂，市場在等方向表態。<br>盤面偏積極，續強機率較高。 追價報酬效率普通，宜等更明確的突破。 量縮壓縮味道明顯，等待方向確認即可。,"方向：多方續強
關鍵：守住 53.5(30M平台) / 52.5(前低)，突破 56.34(保守壓力)
劇本：若帶量站上壓力，續攻機率提高；跌破支撐則轉觀察。 量縮等待表態。",多方壓縮,多｜強多,多｜強多,放量｜RV 1.53x｜沿短均線攻擊,MCU,2,量縮壓縮
2408 南亞科,記憶體,296.0,95,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,310.5(前高) / 310.5(30M平台),294.5(30M平台) / 293(前低),9.67,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏空</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.65x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間條件不差，若結構延續，仍有操作彈性。,"方向：觀察整理
關鍵：守住 294.5(30M平台) / 293(前低)，突破 310.5(前高) / 310.5(30M平台)，RR 佳
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。",多方回檔,多｜強多,空｜偏空,放量｜RV 1.65x｜沿短均線下殺,記憶體,3,一般整理
4967 十銓,記憶體,271.5,95,空方反彈｜看關鍵位,🌤 觀察盤,temp-neutral,反彈,272(30M平台),268.5(30M平台) / 266.5(前低),6.00,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.29x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,屬於修復性反彈，重點看壓力能否消化。<br>目前較適合觀察確認。 空間條件不差，若結構延續，仍有操作彈性。 量縮壓縮味道明顯，等待方向確認即可。,"方向：觀察整理
關鍵：守住 268.5(30M平台) / 266.5(前低)，突破 272(30M平台)，RR 佳
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。 量縮等待表態。",空方反彈,空｜偏多,多｜強多,放量｜RV 2.29x｜均線上彎,記憶體,5,量縮壓縮
4571 鈞興-KY,機器人,227.0,94,末升段｜等突破,🟠 偏熱盤,temp-warm,末升,229.5(前高) / 231(30M平台),226.5(30M平台) / 216(前低),5.00,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.77x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🟠 偏熱盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>趨勢仍在，但短線已開始偏熱。 空間條件不差，若結構延續，仍有操作彈性。 量縮壓縮味道明顯，等待方向確認即可。,"方向：高檔震盪
關鍵：守住 226.5(30M平台) / 216(前低)，突破 229.5(前高) / 231(30M平台)，RR 佳
劇本：若量能無法延續，不追高；失守支撐先控風險。 量縮等待表態。",末升段,多｜強多,多｜偏多,放量｜RV 3.77x｜均線上彎,機器人,1,量縮壓縮
5309 系統電,BBU,69.9,90,多方壓縮｜等方向,🌤 觀察盤,temp-neutral,壓縮等待,70.4(30M平台),69.3(30M平台) / 67.5(前低),0.83,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.62x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,價格先收斂，市場在等方向表態。<br>目前較適合觀察確認。 追價報酬效率普通，宜等更明確的突破。 量縮壓縮味道明顯，等待方向確認即可。,"方向：多方續強
關鍵：守住 69.3(30M平台) / 67.5(前低)，突破 70.4(30M平台)，RR 偏緊
劇本：若帶量站上壓力，續攻機率提高；跌破支撐則轉觀察。 量縮等待表態。",多方壓縮,多｜強多,多｜強多,放量｜RV 2.62x｜均線上彎,BBU,2,量縮壓縮
1536 和大,機器人,52.3,88,主升多｜空間緊,🌤 觀察盤,temp-neutral,初升,52.4(30M平台),52.11(MA20) / 51.2(30M平台),0.53,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>均線附近</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.64x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,資金開始集中，整理後仍有續攻味道。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 雖然結構偏強，但這個位置先不要把它當成好追價點。,"方向：多方續強
關鍵：守住 52.11(MA20) / 51.2(30M平台)，突破 52.4(30M平台)，RR 偏緊
劇本：若帶量站上壓力，續攻機率提高；跌破支撐則轉觀察。",主升多,多｜偏多,多｜強多,放量｜RV 1.64x｜沿短均線攻擊,機器人,0,短線轉強
2337 旺宏,"自選,記憶體",152.5,86,空方反彈｜看關鍵位,🌤 觀察盤,temp-neutral,反彈,153.5(30M平台),149(30M平台) / 141(前低),3.50,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.66x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,屬於修復性反彈，重點看壓力能否消化。<br>目前較適合觀察確認。 空間條件不差，若結構延續，仍有操作彈性。,"方向：觀察整理
關鍵：守住 149(30M平台) / 141(前低)，突破 153.5(30M平台)，RR 佳
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。",空方反彈,空｜偏多,多｜強多,放量｜RV 1.66x｜均線上彎,"自選,記憶體",5,一般整理
6669 緯穎,AI伺服器,5610.0,86,末升段｜等突破,🟠 偏熱盤,temp-warm,末升,5855(30M平台),5520(30M平台) / 5345(前低),2.72,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.01x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🟠 偏熱盤</span></div>,漲勢仍在，但尾段容易出現震盪。<br>趨勢仍在，但短線已開始偏熱。 空間條件不差，若結構延續，仍有操作彈性。,"方向：高檔震盪
關鍵：守住 5520(30M平台) / 5345(前低)，突破 5855(30M平台)，RR 佳
劇本：若量能無法延續，不追高；失守支撐先控風險。",末升段,多｜強多,多｜偏多,放量｜RV 3.01x｜均線上彎,AI伺服器,1,一般整理
3264 欣銓,自選,224.0,86,多方回檔｜看關鍵位,🌤 觀察盤,temp-neutral,洗盤,230.5(30M平台),221.5(30M平台) / 219.5(MA20),2.60,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>空｜偏多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>高檔延伸</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.08x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,短線壓回但承接尚在，較像換手整理。<br>目前較適合觀察確認。 空間條件不差，若結構延續，仍有操作彈性。 量縮壓縮味道明顯，等待方向確認即可。,"方向：觀察整理
關鍵：守住 221.5(30M平台) / 219.5(MA20)，突破 230.5(30M平台)，RR 佳
劇本：先看支撐是否守穩；重新站回壓力才提高攻擊假設。 量縮等待表態。",多方回檔,多｜強多,空｜偏多,放量｜RV 2.08x｜橫向整理,自選,3,量縮壓縮
2449 京元電子,封測,317.0,86,主升多｜空間緊,🌤 觀察盤,temp-neutral,初升,326.51(保守壓力),303.98(MA20) / 296(30M平台),0.73,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 4.01x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,資金開始集中，整理後仍有續攻味道。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 雖然結構偏強，但這個位置先不要把它當成好追價點。,"方向：多方續強
關鍵：守住 303.98(MA20) / 296(30M平台)，突破 326.51(保守壓力)，RR 偏緊
劇本：若帶量站上壓力，續攻機率提高；跌破支撐則轉觀察。",主升多,多｜強多,多｜強多,放量｜RV 4.01x｜沿短均線攻擊,封測,0,一般整理
5351 鈺創,記憶體,82.1,86,主升多｜空間緊,🌤 觀察盤,temp-neutral,初升,83(30M平台),80.3(30M平台) / 77.83(MA20),0.50,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 1.90x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,資金開始集中，整理後仍有續攻味道。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 雖然結構偏強，但這個位置先不要把它當成好追價點。,"方向：多方續強
關鍵：守住 80.3(30M平台) / 77.83(MA20)，突破 83(30M平台)，RR 偏緊
劇本：若帶量站上壓力，續攻機率提高；跌破支撐則轉觀察。",主升多,多｜強多,多｜強多,放量｜RV 1.90x｜均線上彎,記憶體,0,一般整理
6781 AES-KY,BBU,1260.0,86,主升多｜空間緊,🌤 觀察盤,temp-neutral,初升,1285(30M平台),1210(30M平台) / 1182.25(MA20),0.50,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 3.19x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,資金開始集中，整理後仍有續攻味道。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 雖然結構偏強，但這個位置先不要把它當成好追價點。,"方向：多方續強
關鍵：守住 1210(30M平台) / 1182.25(MA20)，突破 1285(30M平台)，RR 偏緊
劇本：若帶量站上壓力，續攻機率提高；跌破支撐則轉觀察。",主升多,多｜強多,多｜強多,放量｜RV 3.19x｜均線上彎,BBU,0,一般整理
2367 燿華,"自選,PCB",70.1,86,主升多｜空間緊,🌤 觀察盤,temp-neutral,初升,71.2(30M平台),66.8(30M平台) / 64.1(前低),0.33,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 2.61x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,資金開始集中，整理後仍有續攻味道。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 雖然結構偏強，但這個位置先不要把它當成好追價點。,"方向：多方續強
關鍵：守住 66.8(30M平台) / 64.1(前低)，突破 71.2(30M平台)，RR 偏緊
劇本：若帶量站上壓力，續攻機率提高；跌破支撐則轉觀察。",主升多,多｜強多,多｜強多,放量｜RV 2.61x｜均線上彎,"自選,PCB",0,一般整理
8054 安國,自選,116.0,86,主升多｜空間緊,🌤 觀察盤,temp-neutral,初升,117.5(30M平台),111(30M平台) / 109.5(前低),0.30,<div class='layer'><span class='layer-label'>日K</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>30M</span><span class='layer-text'>多｜強多</span></div><div class='layer'><span class='layer-label'>位階</span><span class='layer-text'>中繼位階</span></div><div class='layer'><span class='layer-label'>節奏</span><span class='layer-text'>放量｜RV 4.32x</span></div><div class='layer'><span class='layer-label'>情緒</span><span class='layer-text'>🌤 觀察盤</span></div>,資金開始集中，整理後仍有續攻味道。<br>目前較適合觀察確認。 空間偏緊，較像要先等確認的盤。 雖然結構偏強，但這個位置先不要把它當成好追價點。,"方向：多方續強
關鍵：守住 111(30M平台) / 109.5(前低)，突破 117.5(30M平台)，RR 偏緊
劇本：若帶量站上壓力，續攻機率提高；跌破支撐則轉觀察。",主升多,多｜強多,多｜強多,放量｜RV 4.32x｜均線上彎,自選,0,一般整理
